Path_way_name	Normal_5_P2	Normal_6_P	Normal_9_P	Normal_10_P	Normal_11_P	Normal_12_P2	Normal_13_P	Normal_14_P	Normal_15_P2	Normal_16_P2	MM7_P	MM8_P	MM9_P	MM12_P	MM13_P	MM15_P	MM20_P	MM21_P	MM22_P	HL1_P	HL2_P	HL3_P	HL4_P	HL5_P	HL6_P	HL7_P	HL8_P
Cellular_Anti_Apoptosis_Pathway_Depolarization	1.637885	0.357062	-0.656067	1.637885	0.228068	0.599294	-1.598851	-0.412835	0.025710	-1.818150	-0.776753	-0.963747	-0.661748	-0.424540	-1.667620	-0.828495	1.637885	0.928538	0.260815	-0.767389	0.162509	-3.637125	0.981663	-0.242478	-0.902300	-4.168734	-0.710161
Chemokine_Pathway	-11.411175	-17.135719	-5.264527	10.013432	18.789415	4.047307	-25.198415	7.776463	9.288772	9.094446	7.954749	8.827646	11.622838	-1.375943	9.977008	-15.908072	-26.083430	-20.763467	-9.089184	17.647411	10.148062	9.275022	-4.783378	3.357934	31.576234	16.813645	18.665472
Chemokine_Pathway_Cell_Activation	-0.926042	-0.489211	-1.770034	2.116794	-0.360217	-0.731443	1.907725	-1.770034	0.584488	1.437973	-0.065118	-0.749773	0.032511	-0.242926	-1.770034	-0.941418	-1.770034	-1.770034	0.764080	7.362221	1.251844	5.253073	0.573272	3.217717	1.404329	1.175543	2.610390
Chemokine_Pathway_Gene_Expression_._Apoptosis	-0.860465	-0.789912	-1.725216	0.759760	-0.031353	-1.344385	-0.341409	1.570203	0.365931	2.396847	2.875799	21.064379	0.025987	-0.776125	-1.831805	-2.589027	-4.019168	-4.019168	4.023226	6.832200	6.379587	-0.256462	-0.438167	3.342983	9.315933	-0.333412	8.512342
Chemokine_Pathway_Internalization_Degradation_Recycling	0.733032	-2.178736	-4.740382	8.900490	-4.740382	-2.663199	-4.740382	4.835569	6.126364	-1.532374	-2.473942	-4.740382	-1.710159	1.910402	-4.740382	-3.301313	-4.740382	-0.377526	-4.740382	-1.490847	-1.789631	1.158690	8.822181	5.245090	-4.740382	-1.559752	-0.411766
Circadian_Pathway	-14.314430	8.047851	5.051470	12.093196	4.389344	0.714757	9.737985	-8.713456	-15.209682	-1.797035	-4.390143	-20.921957	3.026053	-18.585010	3.384597	-6.048781	-8.713456	12.582488	-10.395864	7.660835	3.932620	31.887021	5.082719	-1.877173	1.849174	25.094453	-8.713456
CREB_Pathway	-7.777495	-15.054194	-5.315437	-10.143993	9.318784	-11.345066	-8.377714	14.763703	2.433995	31.497417	-7.958943	6.859408	16.499578	-13.640245	-18.638986	-22.287042	-23.443256	1.975135	18.016522	17.083457	14.980331	38.473228	-15.026718	12.950198	-2.231903	27.205219	17.469233
CREB_Pathway_Gene_Expression	-1.605902	-7.927368	-4.023150	-2.361999	-7.222459	-4.811594	1.267030	4.620916	5.578806	16.485722	-5.534053	-2.041840	1.646745	-5.755335	-7.927368	-5.602303	-7.927368	-1.021827	0.080027	1.228707	8.833169	11.866204	-4.214284	0.771634	-7.236575	10.763339	6.166529
Cytokine_Network_Pathway	-1.652964	2.292398	0.911000	0.474156	-1.652964	-1.652964	0.686740	3.900528	-1.652964	-1.652964	0.320133	4.184200	2.597813	2.649033	-1.652964	-1.108072	1.287819	1.899268	-1.652964	9.914555	4.799628	16.493253	5.278067	-1.652964	0.281918	3.743718	5.939963
DNA_Repair_Mechanisms_Pathway	-45.205676	48.902331	5.092490	-56.787939	-42.343849	-47.959201	-35.327036	81.639726	38.680819	53.308335	2.840148	-28.623966	-2.524431	-24.392800	-2.820926	-51.711140	-57.046534	-47.580323	-62.659956	-18.093462	21.797043	23.151299	8.938430	45.146371	19.652341	19.522226	11.307219
EGFR1_Pathway	-29.019124	4.572539	-24.569786	4.429071	-7.796786	-32.471091	-31.200100	27.117473	33.365624	55.572179	-11.836854	-15.439661	16.569327	0.714764	37.553372	-25.731860	2.021255	-5.681026	19.887239	24.363022	7.596226	90.174119	-1.892286	59.160133	33.221146	63.964557	55.400037
ErbB_Family_Pathway	-39.524667	-25.874713	-0.544054	8.218807	-0.365304	-5.411918	-21.044474	-7.623245	23.865977	68.303590	-21.129712	-7.677447	15.919590	-20.991292	28.277426	-39.150733	-1.326198	-17.265270	16.750201	74.783376	22.912276	75.707824	39.248468	45.375762	15.607505	66.765937	47.139094
ErbB_Family_Pathway_Anti_Apoptosis	0.367332	-3.675184	2.914035	-3.526724	1.959081	2.580241	-1.696184	-6.007888	5.158774	1.926517	-0.007274	-0.675923	2.547820	-1.477128	0.966497	-0.420336	-0.860592	-2.405532	0.527842	2.645662	3.780533	6.345130	2.541038	-0.021112	-1.007208	5.648383	4.961412
ERK_Signaling_Pathway	-39.991647	0.275997	-17.531142	-31.986214	14.137531	-27.793575	-7.653755	67.589525	0.643391	42.309888	24.306063	-20.266300	13.263110	-26.278829	61.385817	-43.340093	-14.429670	13.602917	4.539905	79.387392	118.334496	140.881974	-2.889047	93.964026	18.068360	139.120387	88.603921
Erythropoeitin_Pathway	-5.530619	9.801338	-22.389399	-9.409578	-10.658070	-0.503954	-4.736100	5.146047	15.115060	23.165275	16.453278	14.840861	13.476855	-7.669078	-1.572194	-20.070264	-10.403576	3.445578	14.193314	53.288845	35.254358	68.607224	12.685647	12.525443	23.423729	85.099488	7.646942
Estrogen_Pathway	-26.068639	-21.302169	-24.144680	-14.552569	-8.498342	-9.126299	-11.657937	77.520210	8.967205	28.863220	-4.057648	-8.946653	5.380375	-13.960756	65.328686	-30.102265	-32.044771	-10.951642	-25.998489	46.324532	56.208891	56.178189	30.275284	18.113259	-5.508275	76.119058	46.693984
Fas_m_Signaling_Pathway	-8.147403	-5.570922	-9.413391	-2.935344	-8.003574	-9.413391	-6.460821	8.832621	15.425530	25.686695	-2.067484	-6.271084	-0.355988	3.409133	17.590437	-7.423547	-1.272418	-7.005024	1.099927	2.967545	-5.010940	18.092966	-2.531321	1.525342	1.426785	9.072013	5.185679
Fas_p_Signaling_Pathway	-4.638813	12.335864	13.345019	-20.898615	9.703526	-7.982563	-1.861509	-6.042339	-3.118371	9.157801	-4.171251	25.073595	-0.011125	18.528954	21.501011	-12.773982	-20.611618	3.946943	-8.588580	39.937080	17.261706	77.341290	15.231998	27.122952	-8.906164	28.662287	4.770199
FLT3_Signaling_Pathway	-3.042862	35.561782	-25.632765	-30.870084	3.139158	-12.689810	-27.549192	-46.377243	12.984347	94.476670	13.797771	13.929074	11.986991	-0.452454	-24.636116	-41.096695	-62.197069	-12.148256	-2.169552	39.215734	37.568089	42.419284	-2.233267	14.403133	27.111594	39.320436	-1.984529
Glucocorticoid_Receptor_Pathway	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Glucocorticoid_Receptor_Pathway_Cell_Cycle_Arrest	-2.602155	-3.024151	-0.295358	-2.040638	1.521399	-2.504856	3.008003	1.293279	2.057462	2.587017	4.514032	3.738273	2.220655	1.510355	-1.550436	-1.332712	-2.071268	-0.800549	3.580542	4.384038	3.187007	0.569812	2.442329	-1.797126	1.109214	4.881996	-1.125920
Glucocorticoid_Receptor_Pathway_Cell_cycle_progression	-3.471986	-3.471986	2.221549	4.341425	6.789088	-0.797203	-0.873632	-3.471986	-1.441408	0.176138	2.029257	5.239372	3.141521	0.795808	0.758649	3.219439	-2.224945	-2.017700	0.542813	1.106079	-3.471986	1.236573	-1.578069	1.078164	0.676402	1.035208	1.499644
Glucocorticoid_Receptor_Pathway_Gene_Expression	-1.582995	-0.835146	-2.952274	-3.623633	4.026758	-0.806139	-4.595405	0.231725	0.787079	9.350030	0.609919	-1.736992	2.409035	0.737052	2.049995	-3.001897	-0.843439	-0.282082	-1.436692	5.915491	1.177093	1.192522	-0.032838	3.166408	2.813016	2.536084	3.391954
Glucocorticoid_Receptor_Pathway_Inflammatory_Cytokines	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Glucocorticoid_Receptor_Pathway_SMAD_signaling	0.887542	2.260505	-3.259783	-3.729467	4.954670	-0.906352	-5.363645	-1.122076	0.229927	6.048677	-4.208730	-3.560375	0.144002	-3.597832	-3.454935	-2.980712	0.354738	2.260505	2.260505	-4.496090	-3.356415	-10.130367	-3.104097	6.373054	1.957874	0.795805	-5.027066
GPCR_Pathway	-79.764607	-57.095097	-60.295654	76.182371	124.324627	-61.574191	-69.053466	87.424078	35.999494	3.852444	76.563941	11.896193	13.122632	-11.284361	-35.182151	44.127785	-39.097463	-46.395352	-43.931084	184.635154	27.630939	67.239981	-46.342366	66.958673	-7.163252	181.638021	195.024562
GPCR_Pathway_Gene_Expression	-14.855322	-13.141663	-17.883023	27.873398	40.561224	-15.208240	-15.755180	16.979217	2.526121	-11.096532	25.821886	9.937902	-1.881959	1.423848	-13.746626	20.134542	-10.989090	-17.883023	-14.742071	48.923186	-9.888427	-9.047112	-14.751411	-5.528415	-6.390215	29.225405	41.983344
Growth_Hormone_Pathway	-1.861725	-15.105324	-23.126551	-20.386699	7.101733	-21.890339	-5.696127	17.972655	7.294456	55.697920	-20.354237	-24.273527	-4.129526	-17.812708	-19.115523	-20.275931	5.387112	-19.590795	-18.138317	3.021685	45.162343	60.466214	-7.077885	-2.369113	4.763370	40.133553	55.417989
Growth_Hormone_Pathway_Cell_survival	-1.669953	-0.389130	-1.669953	-0.374344	-0.260136	0.713235	-0.244861	0.380767	-0.649496	4.163873	-0.456830	-1.669953	2.378997	-0.070161	-0.196238	-1.196956	-0.422912	-1.669953	0.864161	0.169368	-1.669953	-1.669953	0.673353	-1.669953	-0.288368	1.507104	4.194945
Growth_Hormone_Pathway_Gene_Expression	0.367606	-10.924403	-15.358236	-12.581226	6.193813	-16.532309	-2.626417	9.633515	4.311463	37.516194	-15.726258	-16.536891	-1.620340	-13.304161	-11.449739	-13.718206	5.799723	-14.234866	-12.027218	2.463637	29.267717	42.830730	-6.304573	2.414009	1.977223	25.300836	35.570805
Growth_Hormone_Pathway_Protein_Synthesis	-1.669953	-0.389130	-1.669953	-0.374344	-0.260136	0.713235	-0.244861	0.380767	-0.649496	4.163873	-0.456830	-1.669953	2.378997	-0.070161	-0.196238	-1.196956	-0.422912	-1.669953	0.864161	0.169368	-1.669953	-1.669953	0.673353	-1.669953	-0.288368	1.507104	4.194945
GSK3_Pathway	-3.028467	-8.000753	13.008026	41.189671	15.205088	12.004773	24.683095	-56.679641	-10.152806	-28.228986	16.757475	-12.429189	1.039453	31.833293	-6.048116	-1.326608	-19.005250	4.507418	-24.684417	57.561141	-6.560172	-8.916210	-18.161299	-0.161250	5.830185	-27.517944	-3.544732
GSK3_Pathway_Degradation	-0.756337	2.270265	-0.756337	-0.756337	-0.756337	-0.756337	-0.756337	-0.756337	0.855838	2.168255	-0.507387	-0.756337	-0.756337	-0.756337	-0.756337	-0.283339	-0.756337	-0.756337	-0.756337	-0.756337	1.433051	-0.756337	-0.756337	-0.756337	-0.756337	-0.016157	0.484759
GSK3_Pathway_Gene_Expression	-3.515782	-3.515782	-3.515782	-3.515782	0.713670	-3.515782	-3.515782	7.772064	7.350964	5.257993	-1.577226	1.319963	-1.422227	-3.515782	0.905364	0.539037	-3.515782	0.847074	1.775862	1.641014	-3.515782	-3.515782	2.165968	-3.515782	-3.515782	4.493387	3.528355
GSK3_Pathway_Translation	1.485779	2.329771	2.329771	-3.408268	2.329771	2.329771	0.904678	-1.052811	-1.166643	-6.081818	1.519643	-1.514989	1.631919	-1.198274	0.856055	2.329771	2.329771	-3.403753	1.482815	0.742197	2.329771	2.329771	0.435854	2.329771	0.255577	1.589591	2.329771
Hedgehog_Pathway	-11.128752	-6.387392	13.372460	9.875959	-8.309118	-7.706973	19.300625	-4.162135	-3.428241	-1.426434	18.152647	8.191264	4.664056	-4.699309	-0.785589	-2.241828	-9.881711	-6.801487	2.105702	12.635450	0.151594	2.053564	-4.282134	4.040071	-6.336654	4.325381	-2.294729
Hedgehog_Pathway_Repression_of_target_genes.Hh.BMP.	-1.573957	-1.573957	5.307901	-1.573957	-1.573957	-1.573957	7.283755	-1.573957	-1.573957	-1.573957	4.440588	1.486827	0.519598	-0.819596	-1.573957	-0.578290	-1.573957	-1.573957	0.966911	2.755183	-1.573957	-1.573957	-1.573957	-1.573957	-1.573957	-1.573957	-1.573957
Hedgehog_Pathway_Target_genes.WNT.Ptc.BMP.	-1.573957	-1.573957	5.307901	-1.573957	-1.573957	-1.573957	7.283755	-1.573957	-1.573957	-1.573957	4.440588	1.486827	0.519598	-0.819596	-1.573957	-0.578290	-1.573957	-1.573957	0.966911	2.755183	-1.573957	-1.573957	-1.573957	-1.573957	-1.573957	-1.573957	-1.573957
HGF_Pathway	-23.647242	4.411287	6.215729	34.261946	28.525545	-34.681074	-38.344098	-4.195309	10.103728	17.349490	-24.583839	-15.375514	-17.104333	8.876052	-16.663578	-23.656243	-18.644941	-18.263608	-29.209562	12.105215	11.293142	43.670547	-4.911957	6.067570	-11.070904	36.411169	54.439212
HGF_Pathway_Anoikis	-3.802603	-0.688431	-1.255900	1.750332	-2.210855	-2.628286	-5.866120	3.181241	6.492367	5.028256	-0.833293	-0.983681	2.476405	-1.532376	-3.203439	-1.139006	0.752287	0.862284	2.528599	9.523682	9.866238	16.978519	5.659386	6.999119	6.240309	13.922273	5.923563
HGF_Pathway_Cell_adhesion.ell_mirgation	-0.697006	-2.384989	0.738385	-1.089380	-0.975172	1.143858	0.213365	-2.384989	4.612911	0.823018	-0.810232	-2.384989	-2.384989	-0.822622	-2.384989	-2.209522	2.445611	1.131183	-1.538033	9.654908	0.922847	1.621257	-0.491073	-2.384989	-2.384989	2.756371	1.943626
HGF_Pathway_Cell_cycle_progression	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
HGF_Pathway_Cell_scattering	-0.340310	-1.123004	2.206393	0.365781	1.251438	0.834007	-2.403827	-2.403827	1.092586	0.520764	0.447226	0.438089	0.779999	0.745125	0.258854	0.095925	-0.498059	-0.949542	-1.026757	0.858414	1.526388	4.037755	-0.509911	-0.075417	-1.022242	4.090605	1.924788
HGF_Pathway_Cell_survival	-0.340310	-1.123004	2.206393	0.365781	1.251438	0.834007	-2.403827	-2.403827	1.092586	0.520764	0.447226	0.438089	0.779999	0.745125	0.258854	0.095925	-0.498059	-0.949542	-1.026757	0.858414	1.526388	4.037755	-0.509911	-0.075417	-1.022242	4.090605	1.924788
HIF1Alpha_Pathway	-4.970909	23.207676	-2.117084	-16.804279	-18.690360	-20.446340	11.075895	-0.535501	8.236909	21.043994	-7.528860	5.800529	27.456072	-5.124584	-14.972723	-10.399427	24.260530	43.949945	39.834088	104.153596	99.292699	136.888451	37.012276	62.517477	113.278484	116.836601	83.386142
HIF1Alpha_Pathway_Gene_Expression	7.315934	4.488620	-9.192200	-9.192200	-9.192200	-9.192200	16.701687	-9.192200	0.046241	17.408516	-7.034637	-9.192200	0.137283	-8.481980	-8.209723	-5.408220	10.489718	-5.269486	27.107868	12.131017	56.888106	51.003878	-6.576764	40.169280	47.267974	45.356010	39.719486
HIF1Alpha_Pathway_HIF1alpha_degradation	-1.734432	3.416921	7.441378	-1.734432	-1.734432	-1.734432	-1.734432	-1.734432	-0.122257	-0.329449	-1.485483	-1.734432	9.674264	-1.379322	-0.260717	-1.032563	8.937887	4.149638	1.406519	5.607226	3.593698	6.540685	2.188722	1.817294	9.223937	7.308189	1.664255
HIF1Alpha_Pathway_NOS_pathway	-0.411259	17.711339	3.265308	-12.792359	-12.792359	-12.792359	6.628056	1.562681	-6.669616	16.290568	-5.627771	8.454550	2.368050	-11.638252	-12.792359	-9.954375	1.345558	15.616991	12.862216	20.732016	52.757861	28.217141	-4.128496	43.072391	36.507854	36.210052	30.879732
HIF1Alpha_Pathway_p53_Hypoxia_pathway	-2.470980	15.573321	-3.314972	-3.314972	-3.314972	-3.314972	-3.314972	-3.314972	4.950857	1.836633	-1.444831	-1.703057	-3.314972	-0.456265	2.088651	-3.314972	1.257512	21.980391	10.735964	28.477152	20.311091	34.059719	12.307621	14.108053	20.393690	24.066373	20.163721
HIF1Alpha_Pathway_Pyruvate	7.315934	4.488620	-9.192200	-9.192200	-9.192200	-9.192200	16.701687	-9.192200	0.046241	17.408516	-7.034637	-9.192200	0.137283	-8.481980	-8.209723	-5.408220	10.489718	-5.269486	27.107868	12.131017	56.888106	51.003878	-6.576764	40.169280	47.267974	45.356010	39.719486
HIF1Alpha_Pathway_VEGF_pathway	-5.145364	-9.841526	-17.526465	20.836341	0.519521	-17.526465	24.551101	2.529776	-0.118498	1.721580	-10.361876	5.980908	-2.366055	1.943045	-17.526465	14.613085	-3.388547	3.423969	8.128110	15.262870	50.522844	48.128455	-8.862602	30.881321	70.434911	53.682029	55.820030
IGF1R_Signaling_Pathway	-28.253631	-79.884214	-2.990466	11.501349	18.343351	-10.915931	-15.259877	119.778330	20.990715	-33.309625	10.632068	18.010284	71.659074	16.487233	16.626451	-0.196155	-15.819444	-65.833178	-35.966391	105.080548	10.368355	63.563604	-3.065248	-8.184632	48.871422	-6.759875	136.851017
IGF1R_Signaling_Pathway_Cell_Survival	-5.925709	-41.171446	6.780538	7.253817	22.646997	-4.552431	-12.167932	63.090036	2.609447	-38.563315	-2.360315	-9.397759	31.269502	13.017037	14.033032	4.906504	1.559166	-42.919219	-24.461615	26.225193	-17.759052	4.910772	-12.992465	-24.396966	15.199359	-34.591279	56.326759
IGF1R_Signaling_Pathway_Glucose_Uptake	5.073687	-3.722156	10.164644	2.755890	-3.722156	-3.722156	-3.722156	-3.722156	4.338717	-3.722156	-0.491230	-3.722156	-0.232898	-3.278269	11.375863	-1.357169	2.513049	-3.722156	-3.722156	-1.904951	-3.722156	4.428846	7.994374	-3.722156	-3.722156	2.412751	2.483323
IGF1R_Signaling_Pathway_Glycogen_Synthesis	-4.315742	3.387893	2.689716	10.059472	-3.172947	2.689716	2.689716	2.899980	-7.297347	-9.630458	1.217422	3.491110	1.876517	6.359344	4.163432	1.850657	5.665659	4.853349	2.689716	1.746154	4.165092	4.319917	0.214327	4.570079	4.763910	3.429896	-0.792940
IGF1R_Signaling_Pathway_IKB_Degradation	-1.102018	1.646251	-1.102018	-1.102018	-1.102018	0.975165	-1.102018	0.948702	0.938897	1.001075	-0.853068	-1.102018	-1.102018	-0.170985	3.319128	-0.751083	-1.102018	3.260838	-1.102018	-1.102018	1.848733	3.788584	2.685816	3.232395	-1.102018	1.712215	-1.102018
IGF1R_Signaling_Pathway_Protein_Synthesis	-0.513281	8.833533	-7.368478	-2.346550	-9.502298	-3.785664	-0.513281	9.528777	-1.533738	7.200980	-1.236419	0.288113	3.567779	-0.799411	-1.986996	-0.868798	4.681219	1.650352	2.240859	-0.006002	-1.988656	12.378905	-2.988670	4.036869	2.942498	12.322081	1.384951
IL_10_Pathway	-1.775962	-2.826043	5.403974	14.678142	14.604140	-16.518438	0.587433	-8.932299	-4.231182	-0.989764	-5.507932	2.449050	8.432818	15.799452	-9.392157	-0.425231	-5.803027	-2.767151	-0.002357	-5.819045	9.174105	-8.512107	-0.271470	-10.147799	-13.084085	-4.238535	29.373051
IL_10_Pathway_Gene_Expression	-1.665985	-0.783567	2.787555	9.367085	9.127007	-5.590275	-4.501023	-6.628866	-1.792342	-0.319589	-4.668894	-0.538007	-0.905168	2.532869	-6.628866	-2.574048	-6.628866	-6.628866	-6.628866	-1.449854	1.414674	3.536745	-2.915782	-6.628866	-5.247281	-1.357607	6.907906
IL_10_Pathway_Translational_Modulation	4.167917	-3.055887	0.726989	-3.474274	2.053191	-3.979960	4.142402	2.117197	-0.755227	-1.942349	3.727346	4.167917	6.643928	6.775307	4.167917	4.614213	5.414958	6.331550	4.355689	-1.093199	-0.215700	-3.074846	2.564737	1.347373	2.095539	-3.104489	7.260617
IL_2_Pathway	-2.220632	8.513281	-5.455408	-22.082995	23.483076	-18.250379	-8.235844	8.422924	-10.958186	26.784163	4.265828	-45.955120	-4.416561	-14.115559	-14.122603	-27.599135	-12.333990	10.853092	1.693617	45.478990	16.874646	97.588065	-16.676147	30.618841	25.264113	57.607264	18.198838
IL_2_Pathway_Actin_reorganization	-0.362051	0.278360	-0.362051	-0.362051	-0.362051	-0.362051	-0.362051	-0.362051	1.155755	1.100244	-0.237577	0.148079	0.221041	-0.317663	0.374806	-0.274318	-0.362051	-0.362051	-0.362051	-0.035300	-0.362051	-0.362051	-0.362051	0.578130	-0.362051	-0.362051	0.258497
IL_2_Pathway_Apoptosis	1.909194	2.530403	-1.106303	0.189306	-1.106303	-2.144895	-1.106303	0.944416	-1.106303	0.996789	0.898545	-7.804364	-3.348914	-0.875021	-1.819952	-1.375940	-1.106303	1.057329	-1.106303	0.748354	-5.339394	-0.617088	-1.106303	-0.452966	2.982964	1.051069	-1.763439
IL_2_Pathway_Apoptosis_Inhibition	6.352109	5.683760	-2.102985	4.757650	-5.226359	-5.226359	-5.226359	0.925800	-5.226359	5.289104	1.710578	-5.226359	-2.893989	-1.425698	2.142217	-3.879759	-5.226359	4.173109	-5.226359	8.508276	-5.226359	3.369426	3.173337	0.414729	11.186199	12.141348	-1.503072
IL_2_Pathway_Protein_Synthesis	-0.474797	0.123356	-1.506556	-0.121752	0.489525	-0.314962	-0.030271	1.187206	0.241651	0.406600	0.325525	0.362257	0.461552	0.478008	0.457340	-0.008016	-1.506556	-1.506556	-0.818021	-0.229833	-1.506556	-0.318533	-0.887709	-1.506556	1.470667	-1.136466	-0.886008
IL_6_Pathway	-11.840752	-11.832111	13.233677	6.805995	38.283186	-23.837113	-17.987772	-0.440347	-5.053610	12.668846	-15.566678	-15.461183	-10.157688	10.125154	-6.330866	-14.796789	-23.844300	-4.120454	-17.306436	11.452481	5.258169	54.584234	-16.887309	-11.314549	-4.869805	10.285225	23.760141
ILK_Pathway	-10.374259	-3.853912	-1.903661	-1.239306	-8.197957	-7.214710	-4.472001	-10.845740	23.525457	24.576089	5.922237	-5.752875	13.141208	8.146500	0.569257	-14.130634	-13.194037	20.826606	20.492922	28.640908	28.778859	28.623131	19.247293	3.025876	21.129262	49.764730	3.136949
ILK_Pathway_Apoptosis	-8.312290	0.078339	-3.355000	2.604537	3.476248	-6.806350	-1.960625	-5.275240	11.155879	8.394501	3.810987	-2.778557	-3.364523	0.105128	12.701711	-2.379803	-6.237089	17.073668	0.897050	-7.407298	7.801180	8.284770	-3.291690	-2.878536	-4.674840	11.946119	-9.055493
ILK_Pathway_Cell_adhesion_cell_motility.opsonization	-4.687900	-2.126254	-1.564525	1.876636	-1.868265	-4.687900	-4.687900	12.213591	1.041601	4.490915	-0.962575	3.201069	-1.649558	-1.460600	2.825023	-1.842044	-4.687900	-1.779329	-2.993988	-1.009257	1.927773	-1.427499	-4.687900	0.299851	-3.306315	-1.507270	-0.891436
ILK_Pathway_Cell_cycle_proliferation	0.615424	-0.695966	2.177111	-6.754332	0.615424	0.615424	2.040517	-1.645560	3.821519	-0.789559	0.148337	-1.206231	1.596650	-2.043730	0.615424	-0.940369	-1.113478	-1.548209	2.935478	0.978865	4.906028	1.361269	0.615424	-0.037914	-1.458770	5.934807	-1.282808
ILK_Pathway_Cell_Migration.Retraction	-1.625543	0.322890	3.074952	-1.625543	-1.625543	-1.625543	-0.200450	0.425177	1.580552	1.299049	0.409351	-0.605281	0.177002	-0.526291	-0.151827	-1.625543	-0.378502	-1.625543	1.541467	-1.262102	5.615813	0.750503	-0.387848	4.001513	-0.243958	4.434020	0.856649
ILK_Pathway_Cell_Motility	-1.166752	2.901535	-0.026495	-0.887158	-0.648304	-1.588183	-0.163090	0.804324	2.128141	-1.354019	0.322236	-0.567921	-0.456358	-0.456706	-0.114467	-2.252275	0.154849	-1.345802	0.875705	0.199697	5.251475	2.367636	-2.000747	0.083807	-1.703012	6.839410	-1.064961
ILK_Pathway_Cytoskeletal_reorganization	0.459984	-0.820839	-1.900589	0.459984	-0.244924	-0.059311	0.459984	-0.565376	1.225327	0.985758	0.229386	1.225180	0.558073	0.282217	1.196842	-0.743152	2.484342	-1.765868	-0.236110	-3.275090	-2.089321	-0.972646	0.769408	1.993766	1.496173	-1.075353	0.770258
ILK_Pathway_G2_phase_arrest	0.615424	-0.695966	2.177111	-6.754332	0.615424	0.615424	2.040517	-1.645560	3.821519	-0.789559	0.148337	-1.206231	1.596650	-2.043730	0.615424	-0.940369	-1.113478	-1.548209	2.935478	0.978865	4.906028	1.361269	0.615424	-0.037914	-1.458770	5.934807	-1.282808
ILK_Pathway_Induced_cell_proliferation	0.061137	-1.204851	-1.204851	-1.204851	0.557421	1.651275	2.714154	-3.086159	1.925150	-0.208426	2.180266	-2.010808	0.575294	9.183266	-1.941709	-0.579911	-1.204851	10.895790	6.776792	9.234844	8.226133	3.278201	-2.151809	-0.734760	10.048592	17.732491	6.090556
ILK_Pathway_Regulation_of_intermediate_filaments	0.463969	0.463969	0.463969	0.463969	0.463969	0.463969	-2.386216	0.463969	1.484427	-2.345997	-0.033930	0.463969	0.463969	0.375192	1.937685	0.463969	0.463969	0.463969	0.463969	0.463969	0.463969	-2.796432	0.463969	-0.763056	1.845555	-3.296645	0.463969
ILK_Pathway_Regulation_of_junction_assembly_of_desmosomes	-0.405444	2.340483	2.340483	2.340483	2.340483	-0.931901	-0.509703	-5.785770	0.136590	-1.865703	1.418090	2.340483	-4.218230	1.776474	3.814198	1.137431	2.340483	2.340483	-3.430515	-1.766712	2.340483	-11.165913	2.340483	1.113457	3.722068	2.340483	2.340483
ILK_Pathway_Wound_Healing	-4.048727	2.292323	-2.487040	-2.753118	2.126249	2.523785	0.328936	1.764608	1.730170	-1.477186	-1.795697	-4.048727	-1.627945	2.771941	-0.387648	-2.697121	1.265044	-2.594442	0.166286	3.001113	3.648900	3.419099	-0.917116	0.554848	4.552237	2.645717	1.386808
Integrin_Signaling_Pathway	-30.350892	6.258329	-3.616086	-5.480418	15.071199	-23.209299	-26.816836	-29.151890	30.799830	66.496064	15.443228	14.159906	33.240217	7.119582	19.329566	-7.341698	-12.605410	-27.842716	10.021248	40.638302	24.742376	13.383791	-9.912758	35.039460	-1.276249	34.112138	33.356058
Integrin_Signaling_Pathway_Cell_survival	-4.840866	-2.063392	-0.108269	2.694648	-0.470734	-3.042097	-4.045987	-4.087953	5.908358	10.056291	1.806912	-3.810716	1.128380	2.236192	-0.477506	-4.277403	-2.919433	-5.099602	-0.858055	15.855767	6.217998	23.292815	1.719825	8.944071	5.175536	15.256544	8.162343
Integrin_Signaling_Pathway_Cytoskeleton_contraction_integrin_modulation_cell_invasion_and_migration	-10.453811	12.810922	-9.049414	-9.235555	-1.025708	-10.788183	-10.401681	-2.599173	13.497169	27.245434	-3.925985	-2.499470	-4.609441	-5.541632	13.018946	-11.651307	-9.332692	-10.372489	1.897464	-0.725563	-8.876023	7.935069	-10.589079	-3.893380	-5.673197	14.797614	3.005406
Integrin_SIgnaling_Pathway_Focal_adhesion_and_stress_fibers	0.270897	0.052482	0.692893	0.692893	0.692893	0.692893	-0.732200	-1.188414	-0.113194	-1.061145	0.369801	0.692893	0.109801	0.460135	-0.043964	0.456395	0.692893	0.692893	0.269415	0.511173	-1.655322	-1.601124	0.692893	0.692893	0.692893	-3.064168	0.072345
