Path_way_name	Normal_1_S	Normal_2_S	Normal_3_S	Normal_4_S	Normal_5_S	Normal_6_S	Normal_7_S	Normal_9_S	Normal_10_S	Normal_11_S	Normal_15_S	Normal_16_S	MM1_S	MM2_S	MM3_S	MM4_S	MM5_S	MM6_S	MM7_S	MM8_S	MM9_S	MM10_S	MM11_S	MM12_S	MM13_S	MM16_S	MM17_S	HL1_S	HL2_S	HL3_S	HL5_S	HL6_S	HL7_S	HL8_S	HL10_S	HL11_S
cAMP_Pathway_Degradation_of_Cell_Cycle_Regulators	-3.840497	1.457781	-0.570828	-2.621123	1.182936	-3.499368	0.022728	0.456210	1.129681	1.511938	2.626622	2.143921	-2.295804	-3.827347	-2.313618	-3.548150	-3.247575	2.626622	-1.092550	-0.548950	2.626622	2.626622	1.133575	1.289579	2.626622	1.569432	2.626622	1.154316	0.866732	-1.704584	2.626622	-0.598348	2.626622	-1.740821	-1.284382	-2.205007
cAMP_Pathway_Endothelial_Cell_Regulation	0.307377	-0.713572	-0.189217	0.259931	-0.228040	0.274787	-0.194674	1.148629	-0.528520	-0.371598	0.853261	-0.618365	0.500933	0.377693	-0.371449	0.361795	0.461496	0.385943	-3.524956	-0.078537	-1.349823	4.135081	1.917522	-1.303986	0.129810	1.684763	-1.134449	-0.940261	0.030922	-0.120402	1.363891	0.299740	0.759836	0.560157	1.236971	0.442309
cAMP_Pathway_Glycogen_Synthesis	-3.840497	1.457781	-0.570828	-2.621123	1.182936	-3.499368	0.022728	0.456210	1.129681	1.511938	2.626622	2.143921	-2.295804	-3.827347	-2.313618	-3.548150	-3.247575	2.626622	-1.092550	-0.548950	2.626622	2.626622	1.133575	1.289579	2.626622	1.569432	2.626622	1.154316	0.866732	-1.704584	2.626622	-0.598348	2.626622	-1.740821	-1.284382	-2.205007
cAMP_Pathway_Glycolysis	5.935080	-2.565766	-0.528056	2.443673	-1.943901	3.855734	-0.837256	-4.019677	-3.093313	-1.976458	2.052497	0.677442	3.620480	5.356663	2.403186	6.698978	3.503616	-1.511119	5.581601	1.707026	1.689693	-1.933372	-6.939337	-2.065464	-5.007155	-6.142610	-6.939337	-0.903991	-6.656051	-6.939337	0.805928	-6.532726	-1.171683	3.473126	-6.939337	2.440370
cAMP_Pathway_Metabolic_Energy	1.712232	0.177503	-0.062379	0.876427	-0.019352	0.653961	0.402956	-0.498069	-1.024942	-0.772243	-0.386521	-1.059574	0.686273	1.145602	0.644479	1.202967	0.850708	1.127304	-0.712956	-0.901536	-1.050813	-3.714531	-3.575477	0.165360	-0.005869	-0.406337	0.132594	1.170555	0.825680	-0.737319	-0.044834	-0.054500	-0.855340	-0.950204	0.065040	-2.588471
cAMP_Pathway_Myocardial_Contraction	-3.840497	1.457781	-0.570828	-2.621123	1.182936	-3.499368	0.022728	0.456210	1.129681	1.511938	2.626622	2.143921	-2.295804	-3.827347	-2.313618	-3.548150	-3.247575	2.626622	-1.092550	-0.548950	2.626622	2.626622	1.133575	1.289579	2.626622	1.569432	2.626622	1.154316	0.866732	-1.704584	2.626622	-0.598348	2.626622	-1.740821	-1.284382	-2.205007
cAMP_Pathway_Oncogenesis	-3.840497	1.457781	-0.570828	-2.621123	1.182936	-3.499368	0.022728	0.456210	1.129681	1.511938	2.626622	2.143921	-2.295804	-3.827347	-2.313618	-3.548150	-3.247575	2.626622	-1.092550	-0.548950	2.626622	2.626622	1.133575	1.289579	2.626622	1.569432	2.626622	1.154316	0.866732	-1.704584	2.626622	-0.598348	2.626622	-1.740821	-1.284382	-2.205007
cAMP_Pathway_Protein_Retention	-3.840497	1.457781	-0.570828	-2.621123	1.182936	-3.499368	0.022728	0.456210	1.129681	1.511938	2.626622	2.143921	-2.295804	-3.827347	-2.313618	-3.548150	-3.247575	2.626622	-1.092550	-0.548950	2.626622	2.626622	1.133575	1.289579	2.626622	1.569432	2.626622	1.154316	0.866732	-1.704584	2.626622	-0.598348	2.626622	-1.740821	-1.284382	-2.205007
cAMP_Pathway_Regulation_of_Cytoskeleton	-3.840497	1.457781	-0.570828	-2.621123	1.182936	-3.499368	0.022728	0.456210	1.129681	1.511938	2.626622	2.143921	-2.295804	-3.827347	-2.313618	-3.548150	-3.247575	2.626622	-1.092550	-0.548950	2.626622	2.626622	1.133575	1.289579	2.626622	1.569432	2.626622	1.154316	0.866732	-1.704584	2.626622	-0.598348	2.626622	-1.740821	-1.284382	-2.205007
Caspase_Cascade	69.449254	12.555588	0.546046	37.991952	-0.301100	62.286807	2.290517	-7.300618	-18.967113	-19.128561	-76.273240	-63.149532	43.785206	77.603654	30.330269	77.710585	44.411645	-80.610481	-108.617401	-68.543605	-65.092780	-94.334391	-72.981429	-14.530715	-14.766813	-29.039161	-51.371244	-27.297887	-57.080764	-101.160578	-35.905354	-66.140621	-74.369352	2.132556	-12.542328	-58.219500
Caspase_Cascade_Activated_Tissue_Trans_glutaminase	21.148226	1.906301	0.944495	12.083005	2.418913	20.229113	-2.039998	5.130869	-2.817276	-0.184447	-31.868623	-26.950578	9.886173	24.695144	9.312268	23.490680	12.562611	-25.042978	-29.163447	-26.573130	-25.047250	-25.511499	-25.648070	-4.081134	-1.316427	3.310542	14.017885	-7.204719	-13.837499	-31.496684	-12.106706	-26.949574	-28.316363	-0.766952	-4.123586	-9.478119
Caspase_Cascade_Apoptosis	24.562902	3.967077	0.388654	13.016955	0.513524	19.354319	0.038429	-0.099494	-6.833386	-5.089267	-25.914737	-23.904976	15.937605	26.855211	12.059730	25.020789	17.300265	-25.503222	-33.062433	-16.748490	-26.264493	-27.972180	-24.683423	-4.846174	-4.790949	-3.906286	-2.889348	-7.625636	-11.321429	-32.012190	-12.560641	-22.393783	-24.652787	7.295256	-4.906954	-19.753744
Caspase_Cascade_Cell_Survival	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Caspase_Cascade_ICAD_Degradation	14.742466	5.607421	-1.792754	9.488912	0.441901	16.673380	-0.015146	-0.342142	-3.339447	-4.037550	-20.197505	-17.229538	10.822801	17.529144	8.483533	15.678677	11.264650	-25.694732	-38.948379	-22.613825	-25.913471	-18.201134	-21.553074	-4.030791	-6.956027	-0.699056	-7.243175	-8.403221	-12.941948	-39.804472	-11.766349	-26.074749	-21.107843	4.269181	0.214917	-24.924149
CD40_Pathway	0.111732	3.935799	2.247633	1.116876	-2.239096	1.048431	-0.407481	-5.530563	-3.076644	-4.090352	6.180545	0.703119	9.164510	-2.777923	-3.903283	-2.715271	-5.202654	-3.725324	-12.950601	-5.711549	-3.144280	-27.069964	-15.530732	2.192693	-1.745769	1.920549	-13.780628	-9.565835	-4.516720	-16.532933	2.893024	-3.561313	-5.897176	2.729349	-6.447061	-10.656107
CD40_Pathway_Gene_Expression	-2.037426	0.895978	1.163072	-0.257687	0.093681	-1.644228	-0.341150	-0.781816	0.050278	-0.583617	2.175120	1.267795	1.179000	-2.992942	-1.136547	-2.758886	-1.743778	1.239111	-2.022352	1.644578	1.607465	-6.518824	0.254210	0.992483	0.886672	1.442510	0.735360	-0.106774	0.681738	-0.576558	2.043422	0.949132	0.470892	-1.224365	-0.830444	-1.726345
CD40_Pathway_IKBs_Degradation	-3.499981	1.849337	0.780238	0.625874	-0.064471	-1.312028	0.659083	-5.163964	-0.706801	-0.002408	6.855933	-0.020812	1.930982	-3.579436	-3.023571	-4.583636	-4.355743	-6.312699	-2.051951	-2.896833	6.640522	-0.673443	-9.214408	1.583474	2.416996	2.032801	-5.532472	-7.942485	-2.271892	-9.265501	1.916873	-2.500754	-2.375923	-2.309987	-4.649317	-6.796577
Cellular_Anti_Apoptosis_Pathway	-0.827027	6.013541	13.864034	-1.856774	1.454590	1.795745	0.486109	10.150677	10.364473	5.898466	-24.968783	-22.375051	-5.487210	-10.799605	-2.348198	-5.209747	-4.794686	-29.187276	-38.835499	-15.470726	-20.401128	-61.795058	-15.324477	2.390393	-8.683581	21.339922	-12.075738	27.346411	5.360826	-49.059258	7.688484	-5.311736	6.031064	2.566197	21.427062	-14.138836
Cellular_Anti_Apoptosis_Pathway_Apoptosis	5.202551	-2.996217	6.359392	0.274991	6.199429	-2.967330	-2.287953	6.218678	7.418110	9.330337	-16.909031	-15.842956	-7.264275	-1.987401	-4.290743	7.311818	0.206721	-18.326809	-12.562312	-9.945068	-10.650192	-22.618785	-11.599614	4.566792	-5.410512	-6.376851	3.596771	-6.048187	-15.116511	-18.552413	-9.846659	-18.615386	-19.905032	-15.642763	0.549573	-15.211702
Cellular_Anti_Apoptosis_Pathway_Depolarization	0.086305	1.098301	2.372919	-0.751448	0.628038	-0.425571	-0.686870	0.972344	-0.763009	-0.068776	-1.657183	-0.805050	-0.828777	-2.164845	0.196131	-0.093990	-1.687592	-0.724517	3.419989	0.904768	-3.058114	-2.155493	-1.138637	-0.837404	-2.443266	0.233083	0.228841	-0.939051	-0.991921	-1.472088	-0.915727	1.577243	-1.309249	-1.159827	-1.538472	0.075393
Chemokine_Pathway	26.735766	-2.106411	1.655941	7.990797	-7.782794	18.734205	-3.981325	-21.556764	-5.730967	-6.739527	4.482082	-11.701003	15.326157	16.957554	5.287968	26.730240	7.148129	-31.952250	-35.146675	-12.725894	-15.412079	-34.462054	-8.604050	-17.224610	-24.393502	-8.552432	-33.173095	1.557758	-14.663237	-13.092920	-0.905923	-14.164150	-12.470724	-3.671658	6.177356	-38.059968
Chemokine_Pathway_Cell_Activation	-0.421359	4.449403	1.360165	-0.234478	0.036122	-0.035579	-0.119127	-1.883262	-0.727446	-1.239214	-0.699376	-0.485848	-0.371020	0.338880	0.726928	1.350977	1.502151	-1.472306	-3.029344	0.316318	-3.266994	-0.787018	-1.380458	-0.953439	-1.565889	-0.643156	-2.343793	-1.336090	-1.452483	-0.367281	-1.370475	-1.871007	-1.485165	-1.524800	-2.542713	-1.219773
Chemokine_Pathway_Gene_Expression_._Apoptosis	8.970973	-2.215608	0.030444	2.909045	-3.484660	6.595986	-3.538500	-4.233635	-1.955586	-0.446609	4.043420	-6.675270	4.689168	7.426455	3.229993	8.269006	5.171768	-7.866619	-12.190313	1.913689	-12.157265	4.546766	-10.048264	-9.322726	-13.279717	-9.944609	24.987622	-0.979226	-10.636878	1.523510	-11.180600	-4.707505	-1.764341	-13.238628	-3.012008	-12.933601
Chemokine_Pathway_Internalization_Degradation_Recycling	0.295741	-2.303637	-0.240235	0.557631	-0.857484	2.329866	-0.639314	-0.802094	-1.147183	-1.899056	2.387782	2.317984	-1.768194	0.190651	-1.118968	0.835298	0.335296	-7.228896	0.114286	0.730423	-5.268895	5.995441	0.179758	0.729967	-1.155027	2.048417	-9.943005	-0.559366	1.089232	-9.943005	-3.132101	2.082886	-0.156790	3.981527	-2.120997	-2.180156
Circadian_Pathway	5.601680	-8.273830	0.625418	-3.503821	-8.543716	1.901760	-1.261699	15.075023	-3.224224	-4.159341	7.719750	-1.957001	4.869244	0.084331	-4.177747	3.396907	3.671234	-28.204443	12.203860	-5.388090	13.189184	-12.411380	-6.152069	0.035890	-6.805170	-0.649266	-12.275360	2.534851	-12.942083	-21.997035	-6.614483	-13.789060	2.063638	22.989755	5.047354	7.512764
CREB_Pathway	64.932190	-7.450445	-0.612979	34.823160	2.077052	57.018808	-1.661569	-25.898958	-6.098160	-9.579280	-79.971844	-27.577974	39.426659	56.990241	25.227463	58.997721	38.436290	-11.210559	-37.214926	-18.712725	-22.265483	4.922145	-26.526658	-28.315423	-10.864545	-13.864996	-39.781070	4.463255	-27.809218	-59.649801	-0.626330	-7.176693	-14.848942	-9.135692	-12.330919	-38.884882
CREB_Pathway_Gene_Expression	7.792036	-2.331170	-1.260081	2.256369	-2.635773	8.102430	0.478560	-2.005616	1.410635	2.452466	-5.290157	-8.969697	2.714517	4.514620	0.110518	8.307776	4.926321	-6.486691	17.537637	-5.858997	3.692755	-6.325734	0.739397	-10.150542	-9.829697	-9.025335	-8.940171	-1.866602	-7.122111	-12.461093	-1.631930	6.120458	-4.390114	0.818679	8.510180	1.958680
Cytokine_Network_Pathway	0.881045	-1.145440	-0.599051	2.275040	-3.945588	4.116179	5.754730	2.316281	-0.464866	0.821411	-6.730502	-3.279238	3.027880	3.697821	1.885162	4.367290	3.317080	-3.580324	0.389023	2.997821	0.642262	-1.314529	11.412286	-6.730502	1.446337	-0.763468	-6.730502	1.527990	-3.841131	-1.146517	-1.748856	2.130611	-1.226977	14.585702	-6.730502	3.470238
DNA_Repair_Mechanisms_Pathway	122.240842	-20.572544	-2.875183	42.168198	-13.870270	72.121482	-6.027668	-58.132865	-19.335533	-8.835284	-39.997941	-66.883235	67.442849	100.479769	30.565913	102.563425	92.314291	-53.951330	-45.159271	-75.606581	-30.437214	-66.377071	-19.211623	-46.696909	-61.868666	-82.903385	-94.469700	-46.844047	-30.542802	-101.764218	-49.578231	-84.941984	-72.667910	72.104128	-25.884861	1.461900
EGFR1_Pathway	69.705450	5.107670	-5.344799	43.543774	-11.388845	62.443152	8.019797	-37.984045	-20.835990	-26.968622	-64.069978	-22.227564	58.851500	82.043632	30.818381	80.663418	31.122288	-65.616328	-132.885906	-8.077398	-42.793034	-50.511783	-36.828708	-1.011931	3.640990	1.939454	-142.903132	16.285779	-26.218195	-95.851798	-14.044677	-35.175852	-58.489996	40.669504	-39.641573	-89.555076
ErbB_Family_Pathway	46.771752	-0.830287	10.194117	24.644668	-0.272451	30.501055	-6.259627	-21.417902	-2.953346	-10.665588	-35.300341	-34.412049	23.849659	46.433714	22.623917	52.304149	22.421261	-45.662392	-93.470635	-3.695484	-31.825127	-36.042821	-49.619574	-36.645726	-31.280080	-34.613001	-22.559606	30.152623	-8.382067	-36.528217	-6.979427	-22.449890	-22.619684	4.606314	-2.752656	-33.889318
ErbB_Family_Pathway_Anti_Apoptosis	1.088661	-0.503889	-0.317952	1.068487	0.864919	0.513396	0.624188	0.753369	-1.713740	-0.555819	-0.071663	-1.749957	1.435882	0.864255	1.201754	0.387830	0.201986	5.707886	-3.280168	-2.077056	-1.096410	1.760331	-2.903907	-1.298386	0.814289	1.403636	1.449554	2.186670	0.876692	4.134820	-0.442326	-0.253230	0.894208	-0.658394	-1.459442	-4.146176
ERK_Signaling_Pathway	62.923265	7.179163	8.051351	36.743626	-1.853784	59.139126	-3.108636	-0.715628	-16.403773	-40.372536	-113.974615	2.392441	33.939339	68.872956	26.646800	63.189356	26.512795	-42.396922	-80.718973	-22.442498	-46.180373	-79.210066	-53.024131	-16.504802	14.177380	-32.788160	-121.933010	5.964131	-43.881682	-121.867523	-28.593254	-46.048635	-80.698652	4.438705	-25.119026	-122.527395
Erythropoeitin_Pathway	29.682646	12.746592	6.360719	18.743561	-5.953060	19.603906	4.248846	-28.141608	-2.537195	-11.871435	-44.154230	1.271257	19.932789	26.847118	10.119708	30.132415	2.805861	-92.265586	-61.333484	-19.561807	-64.745222	-44.886019	-39.387752	1.659876	-17.017189	0.609258	-57.376429	3.462321	-24.570417	-49.103707	-5.345152	-41.515066	-31.062402	1.968733	-26.295063	-95.570033
Estrogen_Pathway	26.054296	2.809778	3.012819	10.804054	-1.290632	17.536023	6.066719	-9.705717	-3.882183	-10.716171	-27.764625	-12.924361	12.913735	17.149330	5.109505	25.839260	4.477148	-51.502796	-19.736066	-10.109532	-11.893445	-15.755727	-34.280330	5.997407	-29.929808	-0.966684	-50.774982	-15.903287	-25.001827	-93.835457	-9.012286	-19.798585	-21.908545	-12.271340	-4.762332	-88.395393
Fas_m_Signaling_Pathway	18.497243	0.115095	-2.197020	9.121893	-5.081727	17.901079	1.236015	-8.672025	-7.323488	-10.137667	-0.316713	-13.142686	16.042862	19.003030	5.374195	21.175726	8.055951	-15.995925	-30.597658	-2.930663	-10.827274	-19.574222	-5.385110	-3.022996	-1.556664	6.504665	-47.922024	5.025507	-5.301712	-47.468055	-0.570766	-5.517982	-13.478318	14.541823	-16.386224	-38.319918
Fas_p_Signaling_Pathway	48.663034	-1.373399	9.253655	28.523038	2.526038	33.882229	2.573969	2.277904	-10.739793	-22.067372	-57.952539	-35.566765	20.462111	43.709564	11.005603	55.729788	24.761452	-89.356405	-53.495564	-46.058670	-34.864828	-60.757274	-73.470832	-8.897158	-1.371583	-7.018660	-16.709473	-36.635200	-25.483261	-83.427739	-28.189101	-54.897079	-43.624083	-31.453045	-29.427217	-23.718721
FLT3_Signaling_Pathway	42.892501	15.555762	5.379760	24.808493	-9.536251	23.986783	9.536716	-22.477740	-29.402721	-27.550661	-65.804824	32.612182	25.037137	36.504023	11.741003	41.853412	16.416363	-128.930435	-0.106694	-27.717932	-34.116032	-59.682032	-82.104088	-16.700307	-59.821022	35.479846	-3.154007	7.405415	-2.119930	-43.177144	-9.379535	-22.482604	-9.637388	9.539460	-34.679955	-105.877733
Glucocorticoid_Receptor_Pathway	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Glucocorticoid_Receptor_Pathway_Cell_Cycle_Arrest	6.754333	-2.604951	-0.653761	4.364960	-3.078989	7.022989	-0.954582	-2.311822	0.716599	0.837871	-1.365105	-8.727542	4.909174	5.612492	1.709135	7.397404	3.347895	4.580645	3.497669	-0.696419	-1.600272	-6.581455	-1.550856	-4.499153	-1.255280	-1.442417	-8.732492	0.180607	-2.951484	0.102234	0.658205	1.397149	-6.211808	-2.243230	-3.094194	2.474543
Glucocorticoid_Receptor_Pathway_Cell_cycle_progression	-2.697630	2.584974	1.448780	0.476161	1.508107	-1.379612	0.712632	-1.499961	-2.205098	-4.087255	2.824002	2.314899	0.932301	-2.378724	-0.133466	-2.734649	-2.297178	-2.875560	-4.184289	0.003399	-2.237542	0.226879	-0.626358	-0.324943	-2.831090	3.116306	-4.007730	2.687690	1.376597	1.793100	2.749456	2.137039	1.456462	4.246965	-0.407637	-0.142782
Glucocorticoid_Receptor_Pathway_Gene_Expression	1.067599	1.706797	1.441615	0.683337	2.208051	-0.153454	0.586359	-2.561515	-3.764252	-6.243695	4.407686	0.621473	1.518525	-0.211226	-0.488271	1.619142	-0.829964	-5.384988	-7.248180	-3.702274	-9.245243	-7.014146	-4.217745	-1.851187	-4.285118	1.669106	-12.800213	0.388729	-4.832061	-7.707978	0.756715	-2.347092	-0.481414	1.744009	-2.773958	-8.760816
Glucocorticoid_Receptor_Pathway_Inflammatory_Cytokines	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Glucocorticoid_Receptor_Pathway_SMAD_signaling	-2.480967	2.358289	2.792095	-0.889210	3.729496	-3.238234	1.054940	-3.132656	-4.406285	-6.024302	5.205622	5.031211	-0.363533	-3.088052	0.131238	-2.504560	-2.426247	-4.245430	-9.367479	-2.640061	-7.341315	-5.832936	-1.336415	2.093503	-5.186500	5.183413	-7.449648	2.731212	-0.875910	5.698298	4.102390	-0.124333	0.205312	-0.213947	-1.589690	-2.568022
GPCR_Pathway	102.288675	-3.979115	-25.409578	33.511813	-15.392433	26.079124	4.471300	42.346664	-48.587514	-40.974659	-79.613217	5.258940	70.003384	95.698296	0.193880	78.344791	21.650709	-65.496798	-104.007759	-146.076383	-35.345912	-125.754575	-13.960473	-36.332472	-218.717734	-55.211191	-242.106669	12.566004	-91.048458	-149.398069	-19.581057	-31.535445	-97.298723	-15.815168	-12.953061	-158.428968
GPCR_Pathway_Gene_Expression	16.421489	-0.021130	-6.392518	2.705128	-5.198681	-4.812126	1.322638	12.267888	-13.651656	-10.823216	3.169188	5.012995	15.598616	14.191364	-3.733408	10.168519	1.488909	-5.135772	-23.316958	-35.825934	-0.656571	-29.059150	11.231276	-13.667088	-63.102933	-5.146810	-60.974249	14.211116	-17.161685	-21.593708	5.507541	2.754185	-12.248500	-3.692366	8.272532	-31.868194
Growth_Hormone_Pathway	-5.244232	3.290326	5.179519	8.129897	3.670476	-11.261561	4.562250	-7.626835	-4.705342	-7.649470	-6.107342	17.762313	0.979046	-7.744180	2.114537	-8.164558	-8.568301	-4.443342	-5.578432	0.204885	-5.509552	1.258185	-25.707518	-6.990344	-2.841151	0.087213	-41.831669	4.632609	1.723829	13.087584	-3.770164	2.872228	-0.202987	-6.304708	11.974314	-6.539279
Growth_Hormone_Pathway_Cell_survival	-0.740002	0.572874	-0.235108	-0.432713	-0.264463	-0.730689	0.368599	-0.557286	0.375149	0.413947	1.152323	0.077370	0.113460	-0.624320	-0.000039	-1.009657	-0.442559	0.497135	2.193943	1.051373	0.801063	-2.823091	-0.177069	0.479938	0.250554	0.679128	0.683818	-0.847373	0.092374	-0.433996	0.441147	-0.511647	-0.152314	0.655701	-0.277406	1.525420
Growth_Hormone_Pathway_Gene_Expression	-1.556145	2.621892	4.141343	8.500755	2.527367	-5.525192	3.665288	-6.316492	-2.115610	-3.794010	-14.424616	12.275420	3.405739	0.424747	3.075880	-0.370910	-3.198389	-1.296489	-15.585572	0.126796	-3.710916	3.863999	-17.190908	-4.333969	-0.411788	-1.634242	-34.527739	1.585195	1.239711	12.563574	-4.193379	-0.879721	-3.394057	-3.106922	7.026295	-4.799706
Growth_Hormone_Pathway_Protein_Synthesis	-0.740002	0.572874	-0.235108	-0.432713	-0.264463	-0.730689	0.368599	-0.557286	0.375149	0.413947	1.152323	0.077370	0.113460	-0.624320	-0.000039	-1.009657	-0.442559	0.497135	2.193943	1.051373	0.801063	-2.823091	-0.177069	0.479938	0.250554	0.679128	0.683818	-0.847373	0.092374	-0.433996	0.441147	-0.511647	-0.152314	0.655701	-0.277406	1.525420
GSK3_Pathway	-14.582377	-5.153489	10.879965	-5.938302	-11.255487	-14.157227	-5.634712	7.994959	23.428276	34.217897	3.592933	-23.392435	-14.453372	-14.948132	-8.325494	-12.053325	-3.940666	61.391091	19.065441	-19.048253	17.997135	24.092374	2.071080	-29.483318	-20.184689	-4.337709	6.699667	-18.169873	6.417470	-23.464998	12.306862	33.895544	22.955952	11.691992	62.192933	-5.329660
GSK3_Pathway_Degradation	1.457749	-0.208982	0.180953	0.593279	-0.275657	0.228508	-0.544792	-1.377823	1.096248	1.123464	-1.377823	-0.895122	0.910955	1.679456	-0.204699	1.337149	0.657718	-1.377823	-1.377823	-0.457293	-1.377823	0.662148	-1.377823	-1.377823	-0.411732	-0.320633	1.813325	0.807822	0.817551	-1.377823	-1.377823	0.993739	0.689309	-1.377823	-1.377823	1.102231
GSK3_Pathway_Gene_Expression	9.763160	0.659329	-0.763120	5.787143	-0.433040	8.124897	1.125654	0.110120	-6.486749	-10.564909	-9.744068	2.421584	7.840997	10.009754	5.344749	8.767854	6.463811	-4.237387	-2.751444	1.124503	3.490748	-2.186650	-3.194305	4.553134	1.634465	1.806223	3.409885	0.453926	-3.248786	-0.915343	-1.887515	0.200685	-3.702602	1.720400	-2.795436	-6.468799
GSK3_Pathway_Translation	-1.486229	0.216228	-0.749541	-0.461548	0.722879	-0.724046	-0.019696	-1.054437	-0.209271	0.938129	1.285765	1.541768	-0.905194	-2.027692	-0.269541	-1.169713	-0.505351	-1.223633	-2.121589	-0.351407	-1.431181	-0.898015	1.181016	0.194059	0.725230	1.283774	1.280825	1.201756	0.914173	2.674063	0.770360	-0.186407	1.298181	-2.658003	-4.124721	2.674063
Hedgehog_Pathway	19.553147	-9.836832	6.318050	8.156266	-14.439692	25.063357	3.322709	23.770338	-6.152048	-19.225451	-17.885109	-18.644735	9.982093	26.316917	4.819281	28.741238	16.240370	6.366132	-9.469564	8.805120	-21.232848	-11.660191	-19.580082	-20.515238	-17.024325	-12.414208	-10.853723	-2.360083	-5.447438	-10.053482	7.737627	4.817933	-14.689434	-14.733634	15.722613	-5.499938
Hedgehog_Pathway_Repression_of_target_genes.Hh.BMP.	2.208706	-1.445896	2.255815	-0.419729	-3.865453	4.638859	0.821911	5.992440	0.625371	-3.865453	-3.865453	-3.081118	1.058998	4.231207	-0.346080	4.957283	2.241170	4.276874	-3.865453	1.771820	-3.865453	-3.865453	-3.865453	-3.865453	-3.865453	-1.995433	-3.865453	-3.865453	-3.865453	-3.865453	4.224830	1.013873	-3.865453	-3.865453	4.567947	-3.865453
Hedgehog_Pathway_Target_genes.WNT.Ptc.BMP.	2.208706	-1.445896	2.255815	-0.419729	-3.865453	4.638859	0.821911	5.992440	0.625371	-3.865453	-3.865453	-3.081118	1.058998	4.231207	-0.346080	4.957283	2.241170	4.276874	-3.865453	1.771820	-3.865453	-3.865453	-3.865453	-3.865453	-3.865453	-1.995433	-3.865453	-3.865453	-3.865453	-3.865453	4.224830	1.013873	-3.865453	-3.865453	4.567947	-3.865453
HGF_Pathway	40.448452	6.214165	-2.505554	19.944064	7.110355	31.010554	7.910784	-14.269430	-23.314608	-26.962542	-46.460185	0.873945	26.868245	35.753895	11.715062	31.381770	8.821474	-30.071286	-51.691529	-27.001865	-42.422795	-45.176399	-50.945173	-8.705954	-9.321198	-3.754427	-39.398510	14.912943	-14.353075	-65.182973	-9.522422	-17.993642	-15.755510	4.872905	-16.462304	-62.998590
HGF_Pathway_Anoikis	2.283202	0.870399	-0.086720	1.460117	0.556088	0.686286	0.821780	0.022666	-0.345116	0.220679	-6.773547	0.284166	0.734875	2.517555	1.441194	2.091153	0.933904	-0.524961	-1.310873	-0.513832	-0.614212	-1.209868	-6.719920	1.225354	1.688066	-1.244994	-4.068481	4.286495	1.671316	-2.009464	-0.820269	0.119363	-0.885456	-1.342373	1.397082	4.234226
HGF_Pathway_Cell_adhesion.ell_mirgation	6.121614	-1.471457	0.465196	3.117798	0.035254	4.079315	0.530787	-0.942254	-1.117738	-2.302577	-4.734053	-3.781885	4.567982	6.561167	2.645564	5.678837	3.908298	-2.813910	-2.378409	-0.281602	-7.356362	-3.201451	-2.122874	-3.720057	-3.353344	-2.674025	-0.517742	-1.665356	-3.408888	-8.953942	-4.828759	-4.647421	-4.002983	4.616535	-0.853112	-3.129292
HGF_Pathway_Cell_cycle_progression	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
HGF_Pathway_Cell_scattering	1.712232	0.177503	-0.062379	0.876427	-0.019352	0.653961	0.402956	-0.498069	-1.024942	-0.772243	-0.386521	-1.059574	0.686273	1.145602	0.644479	1.202967	0.850708	1.127304	-0.712956	-0.901536	-1.050813	-3.714531	-3.575477	0.165360	-0.005869	-0.406337	0.132594	1.170555	0.825680	-0.737319	-0.044834	-0.054500	-0.855340	-0.950204	0.065040	-2.588471
